cpg	gene	intersection_area	slope_male	slope_female
cg19593957	MID1	0.0	0.0010231300820618139	0.0003449949649620499
cg18147067	ARHGAP6	0.0	0.0011070021629440963	0.0001104054414411803
cg06139288	ARHGAP6	0.0	0.001266883596616887	0.00016232222317390856
cg08588626	NHS	0.0	0.0010415593680880757	0.0003271436646081965
cg17553592	NHS	0.0	0.001257988087481277	0.000367983347108657
cg12472218	SCML1	0.0	0.001370619300386638	-6.241866626989136e-05
cg08998989	SCML1	0.0	0.00014823660458022618	0.0010154941996108082
cg17727916	SCML2	0.0	0.00011148424924647962	0.0010593838184619268
cg06104510	PHKA2	0.0	1.4869568334035032e-05	0.001050974733780373
cg01109660	GPR64	0.0	-0.0012074023392059019	-0.000506705243894163
cg26267038	CNKSR2	0.0	0.0011740040516756624	0.0006412080724666986
cg14232291	KLHL34	0.0	0.001825886173272793	0.0001279109898967372
cg01891172	KLHL34	0.0	0.001016387751769649	0.00047273498695339823
cg01828474	KLHL34	0.0	0.002585376205598924	0.0005531734419393775
cg20312916	KLHL34	0.0	0.0010774138645100243	0.0007551886486334555
cg25127732	KLHL34	0.0	0.001133300141124617	-8.399090950004438e-05
cg05184682	MBTPS2	0.0	5.393215635505846e-05	0.001072277920134413
cg06079646	POLA1	0.0	-0.0010288954551029464	-3.31620969323475e-05
cg14831665	ARX	0.0	0.0008172465799763884	0.00118606581046301
cg11863130	ARX	0.0	0.0012553033655851248	0.00023390122697472255
cg17036062	ARX	0.0	0.0011566935459478508	1.8417358505868245e-05
cg16104634	NR0B1	0.0	0.0013146919359124855	-0.00022510956347162033
cg05137263	NR0B1	0.0	0.0019962574886744186	0.0005952884718001648
cg14831390	GK	0.0	1.0201983413600093e-05	0.001194466548744842
cg09998474	MAP3K7IP3	0.0	2.719620898945476e-05	0.0010958515170714023
cg21918559	na	0.0	0.002090026715470967	0.0005494923274149726
cg25436127	na	0.0	0.0010023765594649396	-0.00023001918160319774
cg20778411	na	0.0	0.0012470931115885465	0.00042569046210487536
cg14516385	na	0.0	0.0017530401012697692	0.00039449140474475324
cg01397290	PRRG1	0.0	0.0012860104277887454	0.000428727294806184
cg06408301	PRRG1	0.0	0.001285575698508757	0.0010067115084752823
cg02062238	RPGR	0.0	3.3327437719643505e-05	0.0011661637894242595
